chr1 start1 end1 chr2 start2 end2 bulk.IF1 bulk.IF2 D M adj.bulk.IF1 bulk.adj.IF2 adj.M mc A
918 chr20 6000000 7000000 chr20 26000000 27000000 16 13 20 -0.299560281858908 15.2091974978913 13.6759352377953 -0.153304536291484 -0.146255745567424 14.4425663678433
919 chr20 6000000 7000000 chr20 27000000 28000000 16 15 21 -0.0931094043914815 15.377701605867 15.6070137235875 0.021354625450936 -0.114464029842417 15.4923576647273
920 chr20 7000000 8000000 chr20 23000000 24000000 19 13 16 -0.547487795302493 17.9174127782575 13.7854724371663 -0.378213621212021 -0.169274174090472 15.8514426077119
921 chr20 7000000 8000000 chr20 24000000 25000000 15 14 17 -0.0995356735509144 14.26314529808 14.7232602354733 0.045805010109057 -0.145340683659971 14.4932027667767
922 chr20 7000000 8000000 chr20 25000000 26000000 18 14 18 -0.362570079384708 17.4138387547404 14.4712491914743 -0.267044805734682 -0.0955252736500263 15.9425439731073
923 chr20 7000000 8000000 chr20 26000000 27000000 15 12 19 -0.321928094887362 14.3993029704079 12.5006050896991 -0.204001046575415 -0.117927048311947 13.4499540300535
924 chr20 7000000 8000000 chr20 27000000 28000000 13 14 20 0.106915203916512 12.3574729670367 14.7279302560872 0.253170949483936 -0.146255745567424 13.542701611562
925 chr20 7000000 8000000 chr20 28000000 29000000 16 15 21 -0.0931094043914815 15.377701605867 15.6070137235875 0.021354625450936 -0.114464029842417 15.4923576647273
926 chr20 8000000 9000000 chr20 24000000 25000000 17 13 16 -0.387023123109247 16.0313693279146 13.7854724371663 -0.217748949018775 -0.169274174090472 14.9084208825405
927 chr20 8000000 9000000 chr20 25000000 26000000 13 15 17 0.206450877467426 12.3613925916693 15.7749216808643 0.351791561127398 -0.145340683659971 14.0681571362668
928 chr20 8000000 9000000 chr20 26000000 27000000 14 13 18 -0.106915203916512 13.5440968092425 13.4375885349404 -0.0113899302664856 -0.0955252736500263 13.4908426720915
929 chr20 8000000 9000000 chr20 27000000 28000000 16 11 19 -0.540568381362703 15.3592565017684 11.4588879988908 -0.422641333050755 -0.117927048311947 13.4090722503296
930 chr20 8000000 9000000 chr20 28000000 29000000 16 14 20 -0.192645077942396 15.2091974978913 14.7279302560872 -0.0463893323749721 -0.146255745567424 14.9685638769893
931 chr20 8000000 9000000 chr20 29000000 30000000 14 13 21 -0.106915203916512 13.4554889051336 13.5260785604425 0.00754882592590536 -0.114464029842417 13.4907837327881
932 chr20 9000000 10000000 chr20 25000000 26000000 19 13 16 -0.547487795302493 17.9174127782575 13.7854724371663 -0.378213621212021 -0.169274174090472 15.8514426077119
933 chr20 9000000 10000000 chr20 26000000 27000000 17 14 17 -0.280107919192735 16.1648980044907 14.7232602354733 -0.134767235532764 -0.145340683659971 15.444079119982
934 chr20 9000000 10000000 chr20 27000000 28000000 12 13 18 0.115477217419936 11.6092258364936 13.4375885349404 0.211002491069963 -0.0955252736500263 12.523407185717
935 chr20 9000000 10000000 chr20 28000000 29000000 14 10 19 -0.485426827170242 13.4393494390474 10.4171709080826 -0.367499778858295 -0.117927048311947 11.928260173565
936 chr20 9000000 10000000 chr20 29000000 30000000 15 13 20 -0.206450877467426 14.2586226542731 13.6759352377953 -0.0601951319000026 -0.146255745567424 13.9672789460342
937 chr20 9000000 10000000 chr20 30000000 31000000 12 12 21 0 11.5332762044002 12.48561097887 0.114464029842417 -0.114464029842417 12.0094435916351
938 chr20 10000000 11000000 chr20 26000000 27000000 16 14 16 -0.192645077942396 15.0883476027432 14.8458933938714 -0.0233709038519235 -0.169274174090472 14.9671204983073
939 chr20 10000000 11000000 chr20 27000000 28000000 14 15 17 0.0995356735509144 13.3122689448747 15.7749216808643 0.244876357210886 -0.145340683659971 14.5435953128695
940 chr20 10000000 11000000 chr20 28000000 29000000 15 13 18 -0.206450877467426 14.511532295617 13.4375885349404 -0.1109256038174 -0.0955252736500263 13.9745604152787
941 chr20 10000000 11000000 chr20 29000000 30000000 13 16 19 0.299560281858908 12.4793959076869 16.6674734529321 0.417487330170854 -0.117927048311947 14.5734346803095
942 chr20 10000000 11000000 chr20 30000000 31000000 14 13 20 -0.106915203916512 13.3080478106549 13.6759352377953 0.0393405416509119 -0.146255745567424 13.4919915242251
943 chr20 10000000 11000000 chr20 31000000 32000000 14 16 21 0.192645077942396 13.4554889051336 16.64748130516 0.307109107784814 -0.114464029842417 15.0514851051468
944 chr20 11000000 12000000 chr20 27000000 28000000 14 13 16 -0.106915203916512 13.2023041524003 13.7854724371663 0.0623589701739602 -0.169274174090472 13.4938882947833
945 chr20 11000000 12000000 chr20 28000000 29000000 16 13 17 -0.299560281858908 15.2140216512853 13.6715987900824 -0.154219598198936 -0.145340683659971 14.4428102206839
946 chr20 11000000 12000000 chr20 29000000 30000000 17 16 18 -0.0874628412503394 16.4464032683659 16.538570504542 0.00806243239968654 -0.0955252736500263 16.492486886454
947 chr20 11000000 12000000 chr20 30000000 31000000 14 13 19 -0.106915203916512 13.4393494390474 13.5423221805073 0.0110118443954352 -0.117927048311947 13.4908358097774
948 chr20 11000000 12000000 chr20 31000000 32000000 14 13 20 -0.106915203916512 13.3080478106549 13.6759352377953 0.0393405416509119 -0.146255745567424 13.4919915242251
949 chr20 11000000 12000000 chr20 32000000 33000000 12 12 21 0 11.5332762044002 12.48561097887 0.114464029842417 -0.114464029842417 12.0094435916351
950 chr20 12000000 13000000 chr20 28000000 29000000 12 13 16 0.115477217419936 11.3162607020574 13.7854724371663 0.284751391510408 -0.169274174090472 12.5508665696118
951 chr20 12000000 13000000 chr20 29000000 30000000 15 13 17 -0.206450877467426 14.26314529808 13.6715987900824 -0.061110193807455 -0.145340683659971 13.9673720440812
952 chr20 12000000 13000000 chr20 30000000 31000000 14 14 18 0 13.5440968092425 14.4712491914743 0.0955252736500264 -0.0955252736500263 14.0076730003584
953 chr20 12000000 13000000 chr20 31000000 32000000 16 15 19 -0.0931094043914815 15.3592565017684 15.6257563621238 0.024817643920466 -0.117927048311947 15.4925064319461
954 chr20 12000000 13000000 chr20 32000000 33000000 13 14 20 0.106915203916512 12.3574729670367 14.7279302560872 0.253170949483936 -0.146255745567424 13.542701611562
955 chr20 12000000 13000000 chr20 33000000 34000000 14 14 21 0 13.4554889051336 14.566546142015 0.114464029842417 -0.114464029842417 14.0110175235743
956 chr20 13000000 14000000 chr20 29000000 30000000 12 14 16 0.222392421336448 11.3162607020574 14.8458933938714 0.39166659542692 -0.169274174090472 13.0810770479644
957 chr20 13000000 14000000 chr20 30000000 31000000 17 14 17 -0.280107919192735 16.1648980044907 14.7232602354733 -0.134767235532764 -0.145340683659971 15.444079119982
958 chr20 13000000 14000000 chr20 31000000 32000000 12 11 18 -0.125530882083859 11.6092258364936 11.3702672218726 -0.0300056084338321 -0.0955252736500263 11.4897465291831
959 chr20 13000000 14000000 chr20 32000000 33000000 13 15 19 0.206450877467426 12.4793959076869 15.6257563621238 0.324377925779374 -0.117927048311947 14.0525761349053
960 chr20 13000000 14000000 chr20 33000000 34000000 16 14 20 -0.192645077942396 15.2091974978913 14.7279302560872 -0.0463893323749721 -0.146255745567424 14.9685638769893
961 chr20 13000000 14000000 chr20 34000000 35000000 16 15 21 -0.0931094043914815 15.377701605867 15.6070137235875 0.021354625450936 -0.114464029842417 15.4923576647273
962 chr20 14000000 15000000 chr20 30000000 31000000 13 12 16 -0.115477217419936 12.2592824272288 12.7250514804612 0.0537969566705365 -0.169274174090472 12.492166953845
963 chr20 14000000 15000000 chr20 31000000 32000000 16 12 17 -0.415037499278844 15.2140216512853 12.6199373446914 -0.269696815618873 -0.145340683659971 13.9169794979884
964 chr20 14000000 15000000 chr20 32000000 33000000 15 13 18 -0.206450877467426 14.511532295617 13.4375885349404 -0.1109256038174 -0.0955252736500263 13.9745604152787
965 chr20 14000000 15000000 chr20 33000000 34000000 15 13 19 -0.206450877467426 14.3993029704079 13.5423221805073 -0.0885238291554793 -0.117927048311947 13.9708125754576
966 chr20 14000000 15000000 chr20 34000000 35000000 15 13 20 -0.206450877467426 14.2586226542731 13.6759352377953 -0.0601951319000026 -0.146255745567424 13.9672789460342
967 chr20 14000000 15000000 chr20 35000000 36000000 16 16 21 0 15.377701605867 16.64748130516 0.114464029842418 -0.114464029842417 16.0125914555135
968 chr20 15000000 16000000 chr20 31000000 32000000 13 14 16 0.106915203916512 12.2592824272288 14.8458933938714 0.276189378006984 -0.169274174090472 13.5525879105501
969 chr20 15000000 16000000 chr20 32000000 33000000 11 14 17 0.347923303420307 10.4596398852587 14.7232602354733 0.493263987080278 -0.145340683659971 12.591450060366
970 chr20 15000000 16000000 chr20 33000000 34000000 14 13 18 -0.106915203916512 13.5440968092425 13.4375885349404 -0.0113899302664856 -0.0955252736500263 13.4908426720915
971 chr20 15000000 16000000 chr20 34000000 35000000 17 15 19 -0.180572245641821 16.319210033129 15.6257563621238 -0.0626451973298736 -0.117927048311947 15.9724831976264
972 chr20 15000000 16000000 chr20 35000000 36000000 16 12 20 -0.415037499278844 15.2091974978913 12.6239402195034 -0.26878175371142 -0.146255745567424 13.9165688586973
973 chr20 15000000 16000000 chr20 36000000 37000000 15 13 21 -0.206450877467426 14.4165952555003 13.5260785604425 -0.0919868476250093 -0.114464029842417 13.9713369079714
974 chr20 16000000 17000000 chr20 32000000 33000000 15 14 16 -0.0995356735509144 14.1453258775717 14.8458933938714 0.0697385005395578 -0.169274174090472 14.4956096357216
975 chr20 16000000 17000000 chr20 33000000 34000000 13 16 17 0.299560281858908 12.3613925916693 16.8265831262553 0.444900965518879 -0.145340683659971 14.5939878589623
976 chr20 16000000 17000000 chr20 34000000 35000000 12 13 18 0.115477217419936 11.6092258364936 13.4375885349404 0.211002491069963 -0.0955252736500263 12.523407185717
977 chr20 16000000 17000000 chr20 35000000 36000000 15 15 19 0 14.3993029704079 15.6257563621238 0.117927048311947 -0.117927048311947 15.0125296662659
978 chr20 16000000 17000000 chr20 36000000 37000000 14 15 20 0.0995356735509144 13.3080478106549 15.7799252743792 0.245791419118338 -0.146255745567424 14.5439865425171
979 chr20 16000000 17000000 chr20 37000000 38000000 18 14 21 -0.362570079384708 17.2999143066004 14.566546142015 -0.24810604954229 -0.114464029842417 15.9332302243077
980 chr20 17000000 18000000 chr20 33000000 34000000 12 13 16 0.115477217419936 11.3162607020574 13.7854724371663 0.284751391510408 -0.169274174090472 12.5508665696118
981 chr20 17000000 18000000 chr20 34000000 35000000 16 12 17 -0.415037499278844 15.2140216512853 12.6199373446914 -0.269696815618873 -0.145340683659971 13.9169794979884
982 chr20 17000000 18000000 chr20 35000000 36000000 15 13 18 -0.206450877467426 14.511532295617 13.4375885349404 -0.1109256038174 -0.0955252736500263 13.9745604152787
983 chr20 17000000 18000000 chr20 36000000 37000000 15 13 19 -0.206450877467426 14.3993029704079 13.5423221805073 -0.0885238291554793 -0.117927048311947 13.9708125754576
984 chr20 17000000 18000000 chr20 37000000 38000000 14 16 20 0.192645077942396 13.3080478106549 16.8319202926711 0.33890082350982 -0.146255745567424 15.069984051663
985 chr20 17000000 18000000 chr20 38000000 39000000 15 13 21 -0.206450877467426 14.4165952555003 13.5260785604425 -0.0919868476250093 -0.114464029842417 13.9713369079714
986 chr20 18000000 19000000 chr20 34000000 35000000 12 13 16 0.115477217419936 11.3162607020574 13.7854724371663 0.284751391510408 -0.169274174090472 12.5508665696118
987 chr20 18000000 19000000 chr20 35000000 36000000 15 15 17 0 14.26314529808 15.7749216808643 0.145340683659971 -0.145340683659971 15.0190334894722
988 chr20 18000000 19000000 chr20 36000000 37000000 15 15 18 0 14.511532295617 15.5049098480081 0.0955252736500264 -0.0955252736500263 15.0082210718126
989 chr20 18000000 19000000 chr20 37000000 38000000 12 11 19 -0.125530882083859 11.5194423763263 11.4588879988908 -0.00760383377191159 -0.117927048311947 11.4891651876086
990 chr20 18000000 19000000 chr20 38000000 39000000 16 13 20 -0.299560281858908 15.2091974978913 13.6759352377953 -0.153304536291484 -0.146255745567424 14.4425663678433
991 chr20 18000000 19000000 chr20 39000000 40000000 13 15 21 0.206450877467426 12.4943825547669 15.6070137235875 0.320914907309844 -0.114464029842417 14.0506981391772
992 chr20 19000000 20000000 chr20 35000000 36000000 16 12 16 -0.415037499278844 15.0883476027432 12.7250514804612 -0.245763325188372 -0.169274174090472 13.9066995416022
993 chr20 19000000 20000000 chr20 36000000 37000000 15 16 17 0.0931094043914815 14.26314529808 16.8265831262553 0.238450088051452 -0.145340683659971 15.5448642121676
994 chr20 19000000 20000000 chr20 37000000 38000000 12 13 18 0.115477217419936 11.6092258364936 13.4375885349404 0.211002491069963 -0.0955252736500263 12.523407185717
995 chr20 19000000 20000000 chr20 38000000 39000000 18 16 19 -0.169925001442312 17.2791635644895 16.6674734529321 -0.0519979531303659 -0.117927048311947 16.9733185087108
996 chr20 19000000 20000000 chr20 39000000 40000000 16 14 20 -0.192645077942396 15.2091974978913 14.7279302560872 -0.0463893323749721 -0.146255745567424 14.9685638769893
997 chr20 19000000 20000000 chr20 40000000 41000000 17 12 21 -0.502500340529183 16.3388079562337 12.48561097887 -0.388036310686765 -0.114464029842417 14.4122094675518
998 chr20 20000000 21000000 chr20 36000000 37000000 15 14 16 -0.0995356735509144 14.1453258775717 14.8458933938714 0.0697385005395578 -0.169274174090472 14.4956096357216
999 chr20 20000000 21000000 chr20 37000000 38000000 16 13 17 -0.299560281858908 15.2140216512853 13.6715987900824 -0.154219598198936 -0.145340683659971 14.4428102206839
1000 chr20 20000000 21000000 chr20 38000000 39000000 14 13 18 -0.106915203916512 13.5440968092425 13.4375885349404 -0.0113899302664856 -0.0955252736500263 13.4908426720915
1001 chr20 20000000 21000000 chr20 39000000 40000000 17 14 19 -0.280107919192735 16.319210033129 14.5840392713156 -0.162180870880788 -0.117927048311947 15.4516246522223
1002 chr20 20000000 21000000 chr20 40000000 41000000 13 12 20 -0.115477217419936 12.3574729670367 12.6239402195034 0.0307785281474876 -0.146255745567424 12.49070659327
1003 chr20 20000000 21000000 chr20 41000000 42000000 18 13 21 -0.46948528330122 17.2999143066004 13.5260785604425 -0.355021253458802 -0.114464029842417 15.4129964335214
1004 chr20 21000000 22000000 chr20 37000000 38000000 16 11 16 -0.540568381362703 15.0883476027432 11.6646305237561 -0.37129420727223 -0.169274174090472 13.3764890632496
1005 chr20 21000000 22000000 chr20 38000000 39000000 15 14 17 -0.0995356735509144 14.26314529808 14.7232602354733 0.045805010109057 -0.145340683659971 14.4932027667767
1006 chr20 21000000 22000000 chr20 39000000 40000000 14 13 18 -0.106915203916512 13.5440968092425 13.4375885349404 -0.0113899302664856 -0.0955252736500263 13.4908426720915
1007 chr20 21000000 22000000 chr20 40000000 41000000 14 12 19 -0.222392421336448 13.4393494390474 12.5006050896991 -0.104465373024501 -0.117927048311947 12.9699772643732
1008 chr20 21000000 22000000 chr20 41000000 42000000 13 13 20 0 12.3574729670367 13.6759352377953 0.146255745567424 -0.146255745567424 13.016704102416
1009 chr20 21000000 22000000 chr20 42000000 43000000 16 14 21 -0.192645077942396 15.377701605867 14.566546142015 -0.0781810480999785 -0.114464029842417 14.972123873941
1010 chr20 22000000 23000000 chr20 38000000 39000000 15 14 16 -0.0995356735509144 14.1453258775717 14.8458933938714 0.0697385005395578 -0.169274174090472 14.4956096357216
1011 chr20 22000000 23000000 chr20 39000000 40000000 14 13 17 -0.106915203916512 13.3122689448747 13.6715987900824 0.0384254797434594 -0.145340683659971 13.4919338674785
1012 chr20 22000000 23000000 chr20 40000000 41000000 18 12 18 -0.584962500721156 17.4138387547404 12.4039278784065 -0.48943722707113 -0.0955252736500263 14.9088833165734
1013 chr20 22000000 23000000 chr20 41000000 42000000 14 11 19 -0.347923303420307 13.4393494390474 11.4588879988908 -0.22999625510836 -0.117927048311947 12.4491187189691
1014 chr20 22000000 23000000 chr20 42000000 43000000 15 14 20 -0.0995356735509144 14.2586226542731 14.7279302560872 0.0467200720165094 -0.146255745567424 14.4932764551802
1015 chr20 22000000 23000000 chr20 43000000 44000000 15 13 21 -0.206450877467426 14.4165952555003 13.5260785604425 -0.0919868476250093 -0.114464029842417 13.9713369079714
1016 chr20 23000000 24000000 chr20 39000000 40000000 17 12 16 -0.502500340529183 16.0313693279146 12.7250514804612 -0.333226166438711 -0.169274174090472 14.3782104041879
1017 chr20 23000000 24000000 chr20 40000000 41000000 16 14 17 -0.192645077942396 15.2140216512853 14.7232602354733 -0.0473043942824244 -0.145340683659971 14.9686409433793
1018 chr20 23000000 24000000 chr20 41000000 42000000 14 12 18 -0.222392421336448 13.5440968092425 12.4039278784065 -0.126867147686422 -0.0955252736500263 12.9740123438245
1019 chr20 23000000 24000000 chr20 42000000 43000000 14 15 19 0.0995356735509144 13.4393494390474 15.6257563621238 0.217462721862862 -0.117927048311947 14.5325529005856
1020 chr20 23000000 24000000 chr20 43000000 44000000 17 14 20 -0.280107919192735 16.1597723415095 14.7279302560872 -0.133852173625311 -0.146255745567424 15.4438512987984
1021 chr20 23000000 24000000 chr20 44000000 45000000 15 13 21 -0.206450877467426 14.4165952555003 13.5260785604425 -0.0919868476250093 -0.114464029842417 13.9713369079714
1022 chr20 24000000 25000000 chr20 40000000 41000000 16 14 16 -0.192645077942396 15.0883476027432 14.8458933938714 -0.0233709038519235 -0.169274174090472 14.9671204983073
1023 chr20 24000000 25000000 chr20 41000000 42000000 15 14 17 -0.0995356735509144 14.26314529808 14.7232602354733 0.045805010109057 -0.145340683659971 14.4932027667767
1024 chr20 24000000 25000000 chr20 42000000 43000000 14 13 18 -0.106915203916512 13.5440968092425 13.4375885349404 -0.0113899302664856 -0.0955252736500263 13.4908426720915
1025 chr20 24000000 25000000 chr20 43000000 44000000 15 15 19 0 14.3993029704079 15.6257563621238 0.117927048311947 -0.117927048311947 15.0125296662659
1026 chr20 24000000 25000000 chr20 44000000 45000000 15 14 20 -0.0995356735509144 14.2586226542731 14.7279302560872 0.0467200720165094 -0.146255745567424 14.4932764551802
1027 chr20 24000000 25000000 chr20 45000000 46000000 15 15 21 0 14.4165952555003 15.6070137235875 0.114464029842417 -0.114464029842417 15.0118044895439
1028 chr20 25000000 26000000 chr20 41000000 42000000 16 13 16 -0.299560281858908 15.0883476027432 13.7854724371663 -0.130286107768436 -0.169274174090472 14.4369100199547
1029 chr20 25000000 26000000 chr20 42000000 43000000 16 15 17 -0.0931094043914815 15.2140216512853 15.7749216808643 0.0522312792684899 -0.145340683659971 15.4944716660748
1030 chr20 25000000 26000000 chr20 43000000 44000000 15 12 18 -0.321928094887362 14.511532295617 12.4039278784065 -0.226402821237336 -0.0955252736500263 13.4577300870118
1031 chr20 25000000 26000000 chr20 44000000 45000000 13 11 19 -0.241008099503795 12.4793959076869 11.4588879988908 -0.123081051191848 -0.117927048311947 11.9691419532888
1032 chr20 25000000 26000000 chr20 45000000 46000000 15 14 20 -0.0995356735509144 14.2586226542731 14.7279302560872 0.0467200720165094 -0.146255745567424 14.4932764551802
1033 chr20 25000000 26000000 chr20 46000000 47000000 14 15 21 0.0995356735509144 13.4554889051336 15.6070137235875 0.213999703393332 -0.114464029842417 14.5312513143606
1034 chr20 26000000 27000000 chr20 42000000 43000000 14 13 16 -0.106915203916512 13.2023041524003 13.7854724371663 0.0623589701739602 -0.169274174090472 13.4938882947833
1035 chr20 26000000 27000000 chr20 43000000 44000000 15 14 17 -0.0995356735509144 14.26314529808 14.7232602354733 0.045805010109057 -0.145340683659971 14.4932027667767
1036 chr20 26000000 27000000 chr20 44000000 45000000 11 11 18 0 10.6417903501191 11.3702672218726 0.0955252736500267 -0.0955252736500263 11.0060287859959
1037 chr20 26000000 27000000 chr20 45000000 46000000 12 13 19 0.115477217419936 11.5194423763263 13.5423221805073 0.233404265731883 -0.117927048311947 12.5308822784168
1038 chr20 26000000 27000000 chr20 46000000 47000000 14 12 20 -0.222392421336448 13.3080478106549 12.6239402195034 -0.0761366757690243 -0.146255745567424 12.9659940150791
1039 chr20 26000000 27000000 chr20 47000000 48000000 14 13 21 -0.106915203916512 13.4554889051336 13.5260785604425 0.00754882592590536 -0.114464029842417 13.4907837327881
1040 chr20 27000000 28000000 chr20 43000000 44000000 15 12 16 -0.321928094887362 14.1453258775717 12.7250514804612 -0.15265392079689 -0.169274174090472 13.4351886790165
1041 chr20 27000000 28000000 chr20 44000000 45000000 13 13 17 0 12.3613925916693 13.6715987900824 0.145340683659972 -0.145340683659971 13.0164956908759
1042 chr20 27000000 28000000 chr20 45000000 46000000 14 13 18 -0.106915203916512 13.5440968092425 13.4375885349404 -0.0113899302664856 -0.0955252736500263 13.4908426720915
1043 chr20 27000000 28000000 chr20 46000000 47000000 13 11 19 -0.241008099503795 12.4793959076869 11.4588879988908 -0.123081051191848 -0.117927048311947 11.9691419532888
1044 chr20 27000000 28000000 chr20 47000000 48000000 16 15 20 -0.0931094043914815 15.2091974978913 15.7799252743792 0.0531463411759425 -0.146255745567424 15.4945613861353
1045 chr20 27000000 28000000 chr20 48000000 49000000 14 15 21 0.0995356735509144 13.4554889051336 15.6070137235875 0.213999703393332 -0.114464029842417 14.5312513143606
1046 chr20 28000000 29000000 chr20 44000000 45000000 16 12 16 -0.415037499278844 15.0883476027432 12.7250514804612 -0.245763325188372 -0.169274174090472 13.9066995416022
1047 chr20 28000000 29000000 chr20 45000000 46000000 16 12 17 -0.415037499278844 15.2140216512853 12.6199373446914 -0.269696815618873 -0.145340683659971 13.9169794979884
1048 chr20 28000000 29000000 chr20 46000000 47000000 16 13 18 -0.299560281858908 15.4789677819915 13.4375885349404 -0.204035008208881 -0.0955252736500263 14.4582781584659
1049 chr20 28000000 29000000 chr20 47000000 48000000 14 13 19 -0.106915203916512 13.4393494390474 13.5423221805073 0.0110118443954352 -0.117927048311947 13.4908358097774
1050 chr20 28000000 29000000 chr20 48000000 49000000 14 14 20 0 13.3080478106549 14.7279302560872 0.146255745567424 -0.146255745567424 14.0179890333711
1051 chr20 28000000 29000000 chr20 49000000 50000000 15 14 21 -0.0995356735509144 14.4165952555003 14.566546142015 0.0149283562915027 -0.114464029842417 14.4915706987577
1052 chr20 29000000 30000000 chr20 45000000 46000000 16 13 16 -0.299560281858908 15.0883476027432 13.7854724371663 -0.130286107768436 -0.169274174090472 14.4369100199547
1053 chr20 29000000 30000000 chr20 46000000 47000000 16 11 17 -0.540568381362703 15.2140216512853 11.5682758993005 -0.395227697702731 -0.145340683659971 13.3911487752929
1054 chr20 29000000 30000000 chr20 47000000 48000000 14 15 18 0.0995356735509144 13.5440968092425 15.5049098480081 0.195060947200941 -0.0955252736500263 14.5245033286253
1055 chr20 29000000 30000000 chr20 48000000 49000000 15 12 19 -0.321928094887362 14.3993029704079 12.5006050896991 -0.204001046575415 -0.117927048311947 13.4499540300535
1056 chr20 29000000 30000000 chr20 49000000 50000000 15 14 20 -0.0995356735509144 14.2586226542731 14.7279302560872 0.0467200720165094 -0.146255745567424 14.4932764551802
1057 chr20 29000000 30000000 chr20 50000000 51000000 15 14 21 -0.0995356735509144 14.4165952555003 14.566546142015 0.0149283562915027 -0.114464029842417 14.4915706987577
1058 chr20 30000000 31000000 chr20 46000000 47000000 17 13 16 -0.387023123109247 16.0313693279146 13.7854724371663 -0.217748949018775 -0.169274174090472 14.9084208825405
1059 chr20 30000000 31000000 chr20 47000000 48000000 14 15 17 0.0995356735509144 13.3122689448747 15.7749216808643 0.244876357210886 -0.145340683659971 14.5435953128695
1060 chr20 30000000 31000000 chr20 48000000 49000000 15 13 18 -0.206450877467426 14.511532295617 13.4375885349404 -0.1109256038174 -0.0955252736500263 13.9745604152787
1061 chr20 30000000 31000000 chr20 49000000 50000000 15 16 19 0.0931094043914815 14.3993029704079 16.6674734529321 0.211036452703428 -0.117927048311947 15.53338821167
1062 chr20 30000000 31000000 chr20 50000000 51000000 18 14 20 -0.362570079384708 17.1103471851277 14.7279302560872 -0.216314333817284 -0.146255745567424 15.9191387206075
1063 chr20 30000000 31000000 chr20 51000000 52000000 14 12 21 -0.222392421336448 13.4554889051336 12.48561097887 -0.107928391494031 -0.114464029842417 12.9705499420018
1064 chr20 31000000 32000000 chr20 47000000 48000000 16 14 16 -0.192645077942396 15.0883476027432 14.8458933938714 -0.0233709038519235 -0.169274174090472 14.9671204983073
1065 chr20 31000000 32000000 chr20 48000000 49000000 16 13 17 -0.299560281858908 15.2140216512853 13.6715987900824 -0.154219598198936 -0.145340683659971 14.4428102206839
1066 chr20 31000000 32000000 chr20 49000000 50000000 13 14 18 0.106915203916512 12.5766613228681 14.4712491914743 0.202440477566538 -0.0955252736500263 13.5239552571712
1067 chr20 31000000 32000000 chr20 50000000 51000000 14 13 19 -0.106915203916512 13.4393494390474 13.5423221805073 0.0110118443954352 -0.117927048311947 13.4908358097774
1068 chr20 31000000 32000000 chr20 51000000 52000000 17 12 20 -0.502500340529183 16.1597723415095 12.6239402195034 -0.356244594961759 -0.146255745567424 14.3918562805064
1069 chr20 31000000 32000000 chr20 52000000 53000000 13 13 21 0 12.4943825547669 13.5260785604425 0.114464029842417 -0.114464029842417 13.0102305576047
1070 chr20 32000000 33000000 chr20 48000000 49000000 11 14 16 0.347923303420307 10.3732389768859 14.8458933938714 0.517197477510779 -0.169274174090472 12.6095661853787
1071 chr20 32000000 33000000 chr20 49000000 50000000 15 15 17 0 14.26314529808 15.7749216808643 0.145340683659971 -0.145340683659971 15.0190334894722
1072 chr20 32000000 33000000 chr20 50000000 51000000 16 14 18 -0.192645077942396 15.4789677819915 14.4712491914743 -0.0971198042923693 -0.0955252736500263 14.9751084867329
1073 chr20 32000000 33000000 chr20 51000000 52000000 14 16 19 0.192645077942396 13.4393494390474 16.6674734529321 0.310572126254342 -0.117927048311947 15.0534114459897
1074 chr20 32000000 33000000 chr20 52000000 53000000 13 13 20 0 12.3574729670367 13.6759352377953 0.146255745567424 -0.146255745567424 13.016704102416
1075 chr20 32000000 33000000 chr20 53000000 54000000 12 13 21 0.115477217419936 11.5332762044002 13.5260785604425 0.229941247262353 -0.114464029842417 12.5296773824214
1076 chr20 33000000 34000000 chr20 49000000 50000000 14 13 16 -0.106915203916512 13.2023041524003 13.7854724371663 0.0623589701739602 -0.169274174090472 13.4938882947833
1077 chr20 33000000 34000000 chr20 50000000 51000000 13 13 17 0 12.3613925916693 13.6715987900824 0.145340683659972 -0.145340683659971 13.0164956908759
1078 chr20 33000000 34000000 chr20 51000000 52000000 14 14 18 0 13.5440968092425 14.4712491914743 0.0955252736500264 -0.0955252736500263 14.0076730003584
1079 chr20 33000000 34000000 chr20 52000000 53000000 15 11 19 -0.447458976971221 14.3993029704079 11.4588879988908 -0.329531928659274 -0.117927048311947 12.9290954846494
1080 chr20 33000000 34000000 chr20 53000000 54000000 12 12 20 0 11.4068981234185 12.6239402195034 0.146255745567424 -0.146255745567424 12.0154191714609
1081 chr20 33000000 34000000 chr20 54000000 55000000 16 15 21 -0.0931094043914815 15.377701605867 15.6070137235875 0.021354625450936 -0.114464029842417 15.4923576647273
1082 chr20 34000000 35000000 chr20 50000000 51000000 16 13 16 -0.299560281858908 15.0883476027432 13.7854724371663 -0.130286107768436 -0.169274174090472 14.4369100199547
1083 chr20 34000000 35000000 chr20 51000000 52000000 14 14 17 0 13.3122689448747 14.7232602354733 0.145340683659971 -0.145340683659971 14.017764590174
1084 chr20 34000000 35000000 chr20 52000000 53000000 14 15 18 0.0995356735509144 13.5440968092425 15.5049098480081 0.195060947200941 -0.0955252736500263 14.5245033286253
1085 chr20 34000000 35000000 chr20 53000000 54000000 14 13 19 -0.106915203916512 13.4393494390474 13.5423221805073 0.0110118443954352 -0.117927048311947 13.4908358097774
1086 chr20 34000000 35000000 chr20 54000000 55000000 15 15 20 0 14.2586226542731 15.7799252743792 0.146255745567424 -0.146255745567424 15.0192739643262
